'Classes_meta',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'class_id','Type','Level','XP','Hit_Dice','Notes','Casting_Level','Level_1_Spells','Level_2_Spells','Level_3_Spells','Level_4_Spells','Level_5_Spells','Level_6_Spells','Level_7_Spells','Level_8_Spells','Level_9_Spells','Aimed_Magic_Items','Breath_Weapons','Death_Paralysis_Poison','Petrifaction_Polymorph','Spells','To_Hit_-10','To_Hit_-9','To_Hit_-8','To_Hit_-7','To_Hit_-6','To_Hit_-5','To_Hit_-4','To_Hit_-3','To_Hit_-2','To_Hit_-1','To_Hit_0','To_Hit_1','To_Hit_2','To_Hit_3','To_Hit_4','To_Hit_5','To_Hit_6','To_Hit_7','To_Hit_8','To_Hit_9','To_Hit_10','Climb_Walls','Find_Traps','Hear_Noise','Hide_in_Shadows','Move_Quietly','Open_Locks','Pick_Pockets','Read_Languages','Turn_Undead_Type_1','Turn_Undead_Type_2','Turn_Undead_Type_3','Turn_Undead_Type_4','Turn_Undead_Type_5','Turn_Undead_Type_6','Turn_Undead_Type_7','Turn_Undead_Type_8','Turn_Undead_Type_9','Turn_Undead_Type_10','Turn_Undead_Type_11','Turn_Undead_Type_12','Turn_Undead_Type_13','Level_1_Spells_Secondary','Level_2_Spells_Secondary','Level_3_Spells_Secondary','Level_4_Spells_Secondary','Level_5_Spells_Secondary','Level_6_Spells_Secondary','Level_7_Spells_Secondary','Level_8_Spells_Secondary','Level_9_Spells_Secondary','Ability','Level_Gained','Ability_Description'
'fighter','xp table','3','4250','3',,'0','0','0','0','0','0','0','0','0','0','15','16','13','14','16','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','4','7750','4',,'0','0','0','0','0','0','0','0','0','0','15','16','13','14','16','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','5','16000','5',,'0','0','0','0','0','0','0','0','0','0','13','13','11','12','14','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','6','35000','6',,'0','0','0','0','0','0','0','0','0','0','13','13','11','12','14','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','7','75000','7','Bonus Attacks','0','0','0','0','0','0','0','0','0','0','12','12','10','11','13','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','8','125000','8',,'0','0','0','0','0','0','0','0','0','0','12','12','10','11','13','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','9','250000','9','Lord (Lady)','0','0','0','0','0','0','0','0','0','0','10','9','8','9','11','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','2','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','10','500000','9+3',,'0','0','0','0','0','0','0','0','0','0','10','9','8','9','11','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','2','1','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','11','750000','9+6',,'0','0','0','0','0','0','0','0','0','0','9','8','7','8','10','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','2','1','0','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','12','1000000','9+9',,'0','0','0','0','0','0','0','0','0','0','9','8','7','8','10','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','2','1','0','-1','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','13','1250000','9+12',,'0','0','0','0','0','0','0','0','0','0','7','5','5','6','8','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','2','1','0','-1','-2','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','14','1500000','9+15',,'0','0','0','0','0','0','0','0','0','0','7','5','5','6','8','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','2','1','0','-1','-2','-3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','15','1750000','9+18',,'0','0','0','0','0','0','0','0','0','0','6','4','4','5','7','16','15','14','13','12','11','10','9','8','7','6','5','4','3','2','1','0','-1','-2','-3','-4','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','16','2000000','9+21',,'0','0','0','0','0','0','0','0','0','0','6','4','4','5','7','15','14','13','12','11','10','9','8','7','6','5','4','3','2','1','0','-1','-2','-3','-4','-5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','17','2250000','9+24',,'0','0','0','0','0','0','0','0','0','0','5','4','3','4','6','14','13','12','11','10','9','8','7','6','5','4','3','2','1','0','-1','-2','-3','-4','-5','-6','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','18','2500000','9+27',,'0','0','0','0','0','0','0','0','0','0','5','4','3','4','6','13','12','11','10','9','8','7','6','5','4','3','2','1','0','-1','-2','-3','-4','-5','-6','-7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','19','2750000','9+30',,'0','0','0','0','0','0','0','0','0','0','4','3','2','3','5','12','11','10','9','8','7','6','5','4','3','2','1','0','-1','-2','-3','-4','-5','-6','-7','-8','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','20','3000000','9+33',,'0','0','0','0','0','0','0','0','0','0','4','3','2','3','5','11','10','9','8','7','6','5','4','3','2','1','0','-1','-2','-3','-4','-5','-6','-7','-8','-9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','xp table','each','250000','+3 hp',,'0','0','0','0','0','0','0','0','0','0','4','3','2','3','5','11','10','9','8','7','6','5','4','3','2','1','0','-1','-2','-3','-4','-5','-6','-7','-8','-9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'fighter','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Fighting the Unskilled','1','When the fighter is attacking creatures with less than a full hit die (i.e. less than 1d8 hit points), the fighter receives one attack for each of his or her levels of experience, e.g. a 4th-level fighter attacking goblins would receive 4 attacks per round.'
'fighter','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'NB','1','A fighter exercising multiple attacks departs from the normal initiative procedure. The fighter will automatically attack first in the round unless fighting an opponent with multiple attacks of its own (in which case initiative should be rolled as normal). The fighter’s second attack in any given melee round will come last in the sequence.'
'fighter','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Weapon Specialisation','1','If weapon specialisation is in play, fighters may take a second proficiency in the same weapon as the first, granting them one extra attack every 2 rounds with the weapon (hence 3/2 attacks with a melee weapon at 1st level, 2/1 at 7th and 5/2 at 13th), +1 to hit and +2 damage owing to their skill. Specialisation costs one proficiency “slot” for melee weapons and crossbows, and two “slots” for missile weapons other than crossbows.'
'fighter','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Double Specialisation','1','For melee weapons that are not polearms or two-handed swords, a third weapon proficiency may be used to specialise further; this increases combat bonuses to +3 to hit and +3 damage with the weapon.'
'fighter','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Bonus Attack','7','At 7th to 12th levels, fighters attack thrice every two rounds (3/2 attacks). A partial additional attack (e.g. 3/2 attacks) means that the extra attack is taken on odd-numbered rounds in the combat sequence.'
'fighter','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Bonus Attack','13','At 13th or higher levels they attack twice per round (2/1 attacks). A partial additional attack (e.g. 3/2 attacks) means that the extra attack is taken on odd-numbered rounds in the combat sequence.'
'illusionist','xp table','1','0','1',,'1','1','0','0','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','2','2500','2',,'2','2','0','0','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','3','4750','3',,'3','2','1','0','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','4','9000','4',,'4','3','2','0','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','5','18000','5',,'5','4','3','1','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','6','35000','6',,'6','4','3','2','0','0','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','7','60250','7','May hire followers','7','4','3','2','1','0','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','8','95000','8',,'8','4','3','2','2','0','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','9','144500','9',,'9','5','3','3','2','0','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','10','220000','10','Master of Phantasms','10','5','4','3','2','1','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','11','440000','10+1',,'11','5','4','3','3','2','0','0','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','12','660000','10+2',,'12','5','5','4','3','2','1','0','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','13','880000','10+3',,'13','5','5','4','3','2','2','0','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','14','1100000','10+4',,'14','5','5','4','3','2','2','1','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','15','1320000','10+5',,'15','5','5','4','4','2','2','2','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','16','1540000','10+6',,'16','5','5','5','4','3','2','2','0','0','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','17','1760000','10+7',,'17','6','5','5','4','3','3','2','0','0','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','18','1980000','10+8',,'18','6','6','5','4','4','3','2','0','0','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','19','2200000','10+9',,'19','6','6','5','5','5','3','2','0','0','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','20','2420000','10+10',,'20','6','6','6','5','5','4','2','0','0','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','21','2640000','10+11',,'21','6','6','6','6','5','4','3','0','0','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','22','2860000','10+12',,'22','6','6','6','6','5','5','3','0','0','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','23','3080000','10+13',,'23','6','6','6','6','6','5','4','0','0','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','24','3300000','10+14',,'24','6','6','6','6','6','6','5','0','0','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','xp table','each','220000','+1 hp',,'1','6','6','6','6','6','6','5','0','0','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'illusionist','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Spell casting','1','Illusionists may memorise and cast phantasmal spells. Illusionist spells are written in phantasmal script, which can ordinarily only be deciphered by an illusionist. Illusionists do not employ (or require) the read magic spell.'
'magic_user','xp table','1','0','1',,'1','1','0','0','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','2','2400','2',,'2','2','0','0','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','3','4800','3',,'3','2','1','0','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','4','10250','4',,'4','3','2','0','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','5','22000','5',,'5','4','2','1','0','0','0','0','0','0','11','15','14','13','12','26','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','6','40000','6',,'6','4','3','2','0','0','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','7','60000','7','Eldritch Craft','7','4','3','2','1','0','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','8','80000','8',,'8','4','3','3','2','0','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','9','140000','9',,'9','4','4','3','2','1','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','10','250000','10',,'10','4','4','3','2','2','0','0','0','0','9','13','13','11','10','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','11','375000','11','Wizard','11','4','4','4','3','3','0','0','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','12','750000','11+1','Eldritch Power','12','5','4','4','3','3','1','0','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','13','1125000','11+2',,'13','5','5','4','3','3','2','0','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','14','1500000','11+3',,'14','5','5','5','4','4','2','1','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','15','1875000','11+4',,'15','5','5','5','4','4','3','2','0','0','7','11','11','9','8','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','16','2250000','11+5','Mage','16','5','5','5','4','4','3','2','1','0','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','17','2625000','11+6',,'17','5','5','5','5','5','4','3','2','0','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','18','3000000','11+7','Archmage','18','5','5','5','5','5','4','3','2','1','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','19','3375000','11+8',,'19','5','5','5','5','5','5','4','3','1','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','20','3750000','11+9',,'20','5','5','5','5','5','5','4','3','2','5','9','10','7','6','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','21','4125000','11+10',,'21','6','6','5','5','5','5','4','4','2','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','22','4500000','11+11',,'22','6','6','6','6','5','5','5','4','2','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','23','4875000','11+12',,'23','6','6','6','6','6','6','5','4','3','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','24','5250000','11+13',,'24','6','6','6','6','6','6','6','5','3','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','xp table','each','375000','+1 hp',,'1','6','6','6','6','6','6','6','5','3','3','7','8','5','4','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','6','5','4','3','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'magic_user','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Spellcasting','1','Magic users may memorise and cast arcane spells.'
'magic_user','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Eldritch Craft','7','Mages of 7th or higher level may create magical potions, scribe arcane scrolls (of spells that he or she already knows) and recharge magical rods, staves and wands.'
'magic_user','ability',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Eldritch Power','12','Magic users of 12th level or higher may attempt to create other magical items by means of the enchant an item spell.'
'paladin','xp table','1','0','1',,'0','0','0','0','0','0','0','0','0','0','14','15','12','13','15','25','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'paladin','xp table','2','2550','2',,'0','0','0','0','0','0','0','0','0','0','14','15','12','13','15','24','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'paladin','xp table','3','5500','3','Turn Undead','0','0','0','0','0','0','0','0','0','0','13','14','11','12','14','23','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
'paladin','xp table','4','12500','4','Warhorse','0','0','0','0','0','0','0','0','0','0','13','14','11','12','14','22','21','20','20','20','20','20','20','19','18','17','16','15','14','13','12','11','10','9','8','7','0','0','0','0','0','0','0','0','-','-','-','-','-','-','-','-','-','-','-','-','-','0','0','0','0','0','0','0','0','0',,,
